"path_name","signs","hop","net_sign","contribution","lr_annotation"
"Tumor->NK->CD8->Tumor","-,+,-",3,1,7.92729734412122e-05,"Tumor-->NK[LR1/LR2/LR3/LR4/LR5/LR6] | NK-+>CD8[LR7/LR8/LR10/LR11/LR12] | CD8-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"Macrophage->Treg->CD8->Tumor","-,+,-",3,1,7.92565438999205e-05,"Macrophage-->Treg[LR1/LR2/LR3/LR5/LR6] | Treg-+>CD8[LR7/LR8/LR10/LR11/LR12] | CD8-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"CD8->CD8->Treg->Tumor","+,-,-",3,1,7.92117181621611e-05,"CD8-+>CD8[LR7/LR8/LR9/LR10/LR11/LR12] | CD8-->Treg[LR1/LR2/LR3/LR4/LR5/LR6] | Treg-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"Endo->Macrophage->Macrophage->Tumor","+,-,-",3,1,7.90250647484891e-05,"Endo-+>Macrophage[LR8/LR9/LR11/LR12] | Macrophage-->Macrophage[LR1/LR2/LR3/LR5/LR6] | Macrophage-->Tumor[LR1/LR2/LR3/LR5/LR6]"
"Endo->Treg->CD4conv->Tumor","-,+,-",3,1,7.89917548749794e-05,"Endo-->Treg[LR1/LR2/LR3/LR5/LR6] | Treg-+>CD4conv[LR7/LR8/LR10/LR11/LR12] | CD4conv-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"CAF->CD4conv->Treg->Tumor","-,-,+",3,1,7.8653468435388e-05,"CAF-->CD4conv[LR1/LR2/LR3/LR4/LR5/LR6] | CD4conv-->Treg[LR1/LR2/LR3/LR4/LR5/LR6] | Treg-+>Tumor[LR7/LR8/LR10/LR11/LR12]"
"Tumor->Macrophage->Treg->Tumor","-,+,-",3,1,7.84587248721582e-05,"Tumor-->Macrophage[LR1/LR2/LR3/LR4/LR5/LR6] | Macrophage-+>Treg[LR7/LR8/LR9/LR10/LR11/LR12] | Treg-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"CAF->CD4conv->CD8->Tumor","-,+,-",3,1,7.832346497953e-05,"CAF-->CD4conv[LR1/LR2/LR3/LR4/LR5/LR6] | CD4conv-+>CD8[LR7/LR8/LR9/LR10/LR11/LR12] | CD8-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"CD4conv->NK->Treg->Tumor","-,-,+",3,1,7.83199383511882e-05,"CD4conv-->NK[LR1/LR2/LR3/LR4/LR5/LR6] | NK-->Treg[LR1/LR2/LR3/LR4/LR5/LR6] | Treg-+>Tumor[LR7/LR8/LR10/LR11/LR12]"
"Treg->CD8->CD4conv->Tumor","-,+,-",3,1,7.7884185071996e-05,"Treg-->CD8[LR1/LR2/LR3/LR4/LR5/LR6] | CD8-+>CD4conv[LR7/LR8/LR9/LR10/LR11/LR12] | CD4conv-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"Endo->Tumor->Tumor","-,-",2,1,7.77914125594172e-05,"Endo-->Tumor[LR1/LR2/LR3/LR5/LR6] | Tumor-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"Endo->CD4conv->Treg->Tumor","-,-,+",3,1,7.75842700472758e-05,"Endo-->CD4conv[LR1/LR2/LR3/LR5/LR6] | CD4conv-->Treg[LR1/LR2/LR3/LR4/LR5/LR6] | Treg-+>Tumor[LR7/LR8/LR10/LR11/LR12]"
"Bcell->CD8->CD4conv->Tumor","-,-,+",3,1,7.75246040013453e-05,"Bcell-->CD8[LR1/LR2/LR3/LR4/LR5/LR6] | CD8-->CD4conv[LR1/LR2/LR3/LR4/LR5/LR6] | CD4conv-+>Tumor[LR7/LR8/LR9/LR10/LR11/LR12]"
"Macrophage->CD8->NK->Tumor","-,-,+",3,1,7.73669913618654e-05,"Macrophage-->CD8[LR1/LR2/LR3/LR5/LR6] | CD8-->NK[LR1/LR2/LR3/LR4/LR5/LR6] | NK-+>Tumor[LR7/LR8/LR10/LR11/LR12]"
"Endo->CD4conv->CD8->Tumor","-,+,-",3,1,7.72587525876503e-05,"Endo-->CD4conv[LR1/LR2/LR3/LR5/LR6] | CD4conv-+>CD8[LR7/LR8/LR9/LR10/LR11/LR12] | CD8-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"Bcell->CD8->NK->Tumor","+,-,-",3,1,7.69916978539908e-05,"Bcell-+>CD8[LR7/LR8/LR9/LR10/LR11/LR12] | CD8-->NK[LR1/LR2/LR3/LR4/LR5/LR6] | NK-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"CD8->Bcell->CD8->Tumor","-,-,+",3,1,7.6822055281895e-05,"CD8-->Bcell[LR1/LR2/LR3/LR4/LR5/LR6] | Bcell-->CD8[LR1/LR2/LR3/LR4/LR5/LR6] | CD8-+>Tumor[LR7/LR8/LR9/LR10/LR11/LR12]"
"CD8->CD8->Treg->Tumor","-,+,-",3,1,7.67828998404872e-05,"CD8-->CD8[LR1/LR2/LR3/LR4/LR5/LR6] | CD8-+>Treg[LR7/LR8/LR9/LR10/LR11/LR12] | Treg-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"Bcell->NK->NK->Tumor","-,-,+",3,1,7.67045495826014e-05,"Bcell-->NK[LR1/LR2/LR3/LR4/LR5/LR6] | NK-->NK[LR1/LR2/LR3/LR4/LR5/LR6] | NK-+>Tumor[LR7/LR8/LR10/LR11/LR12]"
"Bcell->CD8->NK->Tumor","-,+,-",3,1,7.6535243131754e-05,"Bcell-->CD8[LR1/LR2/LR3/LR4/LR5/LR6] | CD8-+>NK[LR7/LR8/LR9/LR10/LR11/LR12] | NK-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"CAF->NK->NK->Tumor","-,-,+",3,1,7.63561127466228e-05,"CAF-->NK[LR1/LR2/LR3/LR4/LR5/LR6] | NK-->NK[LR1/LR2/LR3/LR4/LR5/LR6] | NK-+>Tumor[LR7/LR8/LR10/LR11/LR12]"
"CD4conv->Treg->CD8->Tumor","-,+,-",3,1,7.61091331537407e-05,"CD4conv-->Treg[LR1/LR2/LR3/LR4/LR5/LR6] | Treg-+>CD8[LR7/LR8/LR10/LR11/LR12] | CD8-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"Tumor->Treg->CD4conv->Tumor","-,+,-",3,1,7.58512490984534e-05,"Tumor-->Treg[LR1/LR2/LR3/LR4/LR5/LR6] | Treg-+>CD4conv[LR7/LR8/LR10/LR11/LR12] | CD4conv-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"NK->NK->Treg->Tumor","-,-,+",3,1,7.56126536989749e-05,"NK-->NK[LR1/LR2/LR3/LR4/LR5/LR6] | NK-->Treg[LR1/LR2/LR3/LR4/LR5/LR6] | Treg-+>Tumor[LR7/LR8/LR10/LR11/LR12]"
"CD8->CD4conv->Macrophage->Tumor","-,+,-",3,1,7.54941958812286e-05,"CD8-->CD4conv[LR1/LR2/LR3/LR4/LR5/LR6] | CD4conv-+>Macrophage[LR7/LR8/LR9/LR10/LR11/LR12] | Macrophage-->Tumor[LR1/LR2/LR3/LR5/LR6]"
"Treg->CD8->NK->Tumor","+,-,-",3,1,7.5494097221381e-05,"Treg-+>CD8[LR7/LR8/LR10/LR11/LR12] | CD8-->NK[LR1/LR2/LR3/LR4/LR5/LR6] | NK-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"Bcell->CD8->Treg->Tumor","+,-,-",3,1,7.52679405446524e-05,"Bcell-+>CD8[LR7/LR8/LR9/LR10/LR11/LR12] | CD8-->Treg[LR1/LR2/LR3/LR4/LR5/LR6] | Treg-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"CD8->Endo->Treg->Tumor","+,-,-",3,1,7.51032955672607e-05,"CD8-+>Endo[LR7/LR8/LR9/LR10/LR11] | Endo-->Treg[LR1/LR2/LR3/LR5/LR6] | Treg-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
"Treg->CD8->CD4conv->Tumor","-,-,+",3,1,7.50974591272351e-05,"Treg-->CD8[LR1/LR2/LR3/LR4/LR5/LR6] | CD8-->CD4conv[LR1/LR2/LR3/LR4/LR5/LR6] | CD4conv-+>Tumor[LR7/LR8/LR9/LR10/LR11/LR12]"
"CAF->CAF->Tumor","-,-",2,1,7.5030170815295e-05,"CAF-->CAF[LR1/LR4/LR5/LR6] | CAF-->Tumor[LR1/LR2/LR3/LR4/LR5/LR6]"
