"sender","receiver","lr_pair","score","sign","sender_name","receiver_name"
4,6,4,0.00323388595883666,-1,"Bcell","Macrophage"
4,7,4,0.000403731539818548,-1,"Bcell","Endo"
4,8,4,0.0127664636823382,-1,"Bcell","CAF"
4,9,4,0.00451910669806985,-1,"Bcell","NK"
5,1,4,0.0613002980459427,-1,"Treg","Tumor"
5,2,4,0.199134357386364,-1,"Treg","CD8"
5,3,4,0.182755777565029,-1,"Treg","CD4conv"
5,4,4,0.0243289873168945,-1,"Treg","Bcell"
5,5,4,0.365978576953125,-1,"Treg","Treg"
5,6,4,0.0814664037289916,-1,"Treg","Macrophage"
5,7,4,0.0101705987903226,-1,"Treg","Endo"
5,8,4,0.321606234040179,-1,"Treg","CAF"
5,9,4,0.113843028308824,-1,"Treg","NK"
8,1,4,0.000709410913808387,-1,"CAF","Tumor"
8,2,4,0.00230452527878788,-1,"CAF","CD8"
8,3,4,0.00211498063303055,-1,"CAF","CD4conv"
8,4,4,0.000281552450390625,-1,"CAF","Bcell"
8,5,4,0.00423536597678571,-1,"CAF","Treg"
8,6,4,0.000942787519087635,-1,"CAF","Macrophage"
8,7,4,0.000117701447004608,-1,"CAF","Endo"
8,8,4,0.00372185747295918,-1,"CAF","CAF"
8,9,4,0.00131747298655462,-1,"CAF","NK"
9,1,4,0.653703404126192,-1,"NK","Tumor"
9,2,4,2.12355912534692,-1,"NK","CD8"
9,3,4,1.94889874480628,-1,"NK","CD4conv"
9,4,4,0.259443140326616,-1,"NK","Bcell"
9,5,4,3.90277778767426,-1,"NK","Treg"
9,6,4,0.868753776688779,-1,"NK","Macrophage"
9,7,4,0.108458772031626,-1,"NK","Endo"
9,8,4,3.42959327575707,-1,"NK","CAF"
9,9,4,1.21401653032318,-1,"NK","NK"
1,1,5,0.0791554389204087,-1,"Tumor","Tumor"
1,2,5,0.703394378279321,-1,"Tumor","CD8"
1,3,5,0.252310605887405,-1,"Tumor","CD4conv"
1,4,5,0.195990741225875,-1,"Tumor","Bcell"
1,5,5,0.320725548753872,-1,"Tumor","Treg"
1,6,5,0.613762747296916,-1,"Tumor","Macrophage"
1,7,5,0.105963295905625,-1,"Tumor","Endo"
1,8,5,0.0674481987991192,-1,"Tumor","CAF"
1,9,5,0.581288847194572,-1,"Tumor","NK"
2,1,5,0.315152470587367,-1,"CD8","Tumor"
2,2,5,2.8005210903434,-1,"CD8","CD8"
2,3,5,1.00455902822755,-1,"CD8","CD4conv"
2,4,5,0.780324980216341,-1,"CD8","Bcell"
2,5,5,1.27694887993617,-1,"CD8","Treg"
2,6,5,2.44365831082823,-1,"CD8","Macrophage"
2,7,5,0.421886290464721,-1,"CD8","Endo"
2,8,5,0.26854082016504,-1,"CD8","CAF"
