"path_name","signs","hop","net_sign","contribution","lr_annotation"
"Bcell->Treg->Macrophage","-,-",2,1,0.0106757579722501,"Bcell-->Treg[LR1/LR2/LR3/LR4/LR5/LR6] | Treg-->Macrophage[LR1/LR2/LR3/LR4/LR5/LR6]"
"CD8->Treg->Treg","+,+",2,1,0.010630611229372,"CD8-+>Treg[LR7/LR8/LR9/LR10/LR11/LR12] | Treg-+>Treg[LR7/LR8/LR10/LR11/LR12]"
"CD4conv->Treg->Treg","+,+",2,1,0.010590918445044,"CD4conv-+>Treg[LR7/LR8/LR9/LR10/LR11/LR12] | Treg-+>Treg[LR7/LR8/LR10/LR11/LR12]"
"CAF->CD8->Macrophage","-,-",2,1,0.0105891296509257,"CAF-->CD8[LR1/LR2/LR3/LR4/LR5/LR6] | CD8-->Macrophage[LR1/LR2/LR3/LR4/LR5/LR6]"
"Treg->Macrophage->Treg","-,-",2,1,0.0105038398992124,"Treg-->Macrophage[LR1/LR2/LR3/LR4/LR5/LR6] | Macrophage-->Treg[LR1/LR2/LR3/LR5/LR6]"
"Macrophage->Treg->Macrophage","-,-",2,1,0.0105038398992124,"Macrophage-->Treg[LR1/LR2/LR3/LR5/LR6] | Treg-->Macrophage[LR1/LR2/LR3/LR4/LR5/LR6]"
"Treg->Treg->CD8","+,+",2,1,0.0104723941388334,"Treg-+>Treg[LR7/LR8/LR10/LR11/LR12] | Treg-+>CD8[LR7/LR8/LR10/LR11/LR12]"
"CAF->CD8->Treg","+,+",2,1,0.0103089087991771,"CAF-+>CD8[LR11/LR12] | CD8-+>Treg[LR7/LR8/LR9/LR10/LR11/LR12]"
"NK->Macrophage->Macrophage","-,-",2,1,0.0103060154260051,"NK-->Macrophage[LR1/LR2/LR3/LR4/LR5/LR6] | Macrophage-->Macrophage[LR1/LR2/LR3/LR5/LR6]"
"Treg->Treg->Treg","-,-",2,1,0.0102569639452204,"Treg-->Treg[LR1/LR2/LR3/LR4/LR5/LR6] | Treg-->Treg[LR1/LR2/LR3/LR4/LR5/LR6]"
"Treg->Treg->Macrophage","+,+",2,1,0.0102466578105976,"Treg-+>Treg[LR7/LR8/LR10/LR11/LR12] | Treg-+>Macrophage[LR7/LR8/LR10/LR11/LR12]"
"NK->Macrophage->CD8","+,+",2,1,0.0102321781443961,"NK-+>Macrophage[LR7/LR8/LR10/LR11/LR12] | Macrophage-+>CD8[LR7/LR8/LR9/LR10/LR11/LR12]"
"Bcell->Treg->Treg","-,-",2,1,0.0101721138719533,"Bcell-->Treg[LR1/LR2/LR3/LR4/LR5/LR6] | Treg-->Treg[LR1/LR2/LR3/LR4/LR5/LR6]"
"Endo->Treg->CD4conv","-,-",2,1,0.0100894110312556,"Endo-->Treg[LR1/LR2/LR3/LR5/LR6] | Treg-->CD4conv[LR1/LR2/LR3/LR4/LR5/LR6]"
"CD4conv->Treg->Macrophage","-,-",2,1,0.0100867147389647,"CD4conv-->Treg[LR1/LR2/LR3/LR4/LR5/LR6] | Treg-->Macrophage[LR1/LR2/LR3/LR4/LR5/LR6]"
"Macrophage->Treg->Treg","-,-",2,1,0.010008306279075,"Macrophage-->Treg[LR1/LR2/LR3/LR5/LR6] | Treg-->Treg[LR1/LR2/LR3/LR4/LR5/LR6]"
"CAF->Treg->CD8","+,+",2,1,0.00999513295813117,"CAF-+>Treg[LR11/LR12] | Treg-+>CD8[LR7/LR8/LR10/LR11/LR12]"
"Treg->Treg->Treg","+,+",2,1,0.00999481716148198,"Treg-+>Treg[LR7/LR8/LR10/LR11/LR12] | Treg-+>Treg[LR7/LR8/LR10/LR11/LR12]"
"Bcell->CD8->CD8","-,-",2,1,0.00998290483520082,"Bcell-->CD8[LR1/LR2/LR3/LR4/LR5/LR6] | CD8-->CD8[LR1/LR2/LR3/LR4/LR5/LR6]"
"Macrophage->CD8->CD8","+,+",2,1,0.00988200428790053,"Macrophage-+>CD8[LR7/LR8/LR9/LR10/LR11/LR12] | CD8-+>CD8[LR7/LR8/LR9/LR10/LR11/LR12]"
"CAF->Treg->Macrophage","+,+",2,1,0.00977968417113122,"CAF-+>Treg[LR11/LR12] | Treg-+>Macrophage[LR7/LR8/LR10/LR11/LR12]"
"Bcell->CD8->Treg","-,-",2,1,0.00974055740939674,"Bcell-->CD8[LR1/LR2/LR3/LR4/LR5/LR6] | CD8-->Treg[LR1/LR2/LR3/LR4/LR5/LR6]"
"CAF->Macrophage->Macrophage","-,-",2,1,0.00972272591254702,"CAF-->Macrophage[LR1/LR2/LR3/LR4/LR5/LR6] | Macrophage-->Macrophage[LR1/LR2/LR3/LR5/LR6]"
"Tumor->Treg->CD4conv","-,-",2,1,0.00968828241124258,"Tumor-->Treg[LR1/LR2/LR3/LR4/LR5/LR6] | Treg-->CD4conv[LR1/LR2/LR3/LR4/LR5/LR6]"
"CAF->CD4conv->CD8","-,-",2,1,0.00967217623046409,"CAF-->CD4conv[LR1/LR2/LR3/LR4/LR5/LR6] | CD4conv-->CD8[LR1/LR2/LR3/LR4/LR5/LR6]"
"Treg->CD8->CD8","-,-",2,1,0.00967035946187564,"Treg-->CD8[LR1/LR2/LR3/LR4/LR5/LR6] | CD8-->CD8[LR1/LR2/LR3/LR4/LR5/LR6]"
"CD4conv->Treg->Treg","-,-",2,1,0.00961085959286075,"CD4conv-->Treg[LR1/LR2/LR3/LR4/LR5/LR6] | Treg-->Treg[LR1/LR2/LR3/LR4/LR5/LR6]"
"Treg->NK->CD8","-,-",2,1,0.00960983377299054,"Treg-->NK[LR1/LR2/LR3/LR4/LR5/LR6] | NK-->CD8[LR1/LR2/LR3/LR4/LR5/LR6]"
"Treg->NK->Treg","-,-",2,1,0.00954940581171462,"Treg-->NK[LR1/LR2/LR3/LR4/LR5/LR6] | NK-->Treg[LR1/LR2/LR3/LR4/LR5/LR6]"
