"sender","receiver","lr_pair","score","sign","sender_name","receiver_name","pair_name"
1,1,1,0.00638056968725856,-1,"Tumor","Tumor","CD274_PDCD1"
1,2,1,0.476148764570764,-1,"Tumor","CD8","CD274_PDCD1"
1,3,1,0.236985814215139,-1,"Tumor","CD4conv","CD274_PDCD1"
1,4,1,0.00824263600640289,-1,"Tumor","Bcell","CD274_PDCD1"
1,5,1,0.209724845279045,-1,"Tumor","Treg","CD274_PDCD1"
1,6,1,0.00406591885997473,-1,"Tumor","Macrophage","CD274_PDCD1"
1,7,1,0.00584901324351374,-1,"Tumor","Endo","CD274_PDCD1"
1,9,1,0.0186044482085264,-1,"Tumor","NK","CD274_PDCD1"
2,1,1,0.00676893488628368,-1,"CD8","Tumor","CD274_PDCD1"
2,2,1,0.505130441565431,-1,"CD8","CD8","CD274_PDCD1"
2,3,1,0.251410394999451,-1,"CD8","CD4conv","CD274_PDCD1"
2,4,1,0.00874433932288116,-1,"CD8","Bcell","CD274_PDCD1"
2,5,1,0.222490136666734,-1,"CD8","Treg","CD274_PDCD1"
2,6,1,0.004313398546691,-1,"CD8","Macrophage","CD274_PDCD1"
2,7,1,0.00620502427446508,-1,"CD8","Endo","CD274_PDCD1"
2,9,1,0.0197368424280716,-1,"CD8","NK","CD274_PDCD1"
3,1,1,0.00566196594341744,-1,"CD4conv","Tumor","CD274_PDCD1"
3,2,1,0.422523100779466,-1,"CD4conv","CD8","CD274_PDCD1"
3,3,1,0.210295580947676,-1,"CD4conv","CD4conv","CD274_PDCD1"
3,4,1,0.00731431935387125,-1,"CD4conv","Bcell","CD274_PDCD1"
3,5,1,0.18610484481185,-1,"CD4conv","Treg","CD274_PDCD1"
3,6,1,0.00360799979347404,-1,"CD4conv","Macrophage","CD274_PDCD1"
3,7,1,0.00519027538457953,-1,"CD4conv","Endo","CD274_PDCD1"
3,9,1,0.0165091453139522,-1,"CD4conv","NK","CD274_PDCD1"
4,1,1,0.00265938617249636,-1,"Bcell","Tumor","CD274_PDCD1"
4,2,1,0.198456172820953,-1,"Bcell","CD8","CD274_PDCD1"
4,3,1,0.0987743772566361,-1,"Bcell","CD4conv","CD274_PDCD1"
4,4,1,0.00343548512041512,-1,"Bcell","Bcell","CD274_PDCD1"
4,5,1,0.0874121561085352,-1,"Bcell","Treg","CD274_PDCD1"
4,6,1,0.00169465250356897,-1,"Bcell","Macrophage","CD274_PDCD1"
4,7,1,0.00243783638530116,-1,"Bcell","Endo","CD274_PDCD1"
4,9,1,0.00775423116394761,-1,"Bcell","NK","CD274_PDCD1"
5,1,1,0.0176700249722315,-1,"Treg","Tumor","CD274_PDCD1"
5,2,1,1.318622156461,-1,"Treg","CD8","CD274_PDCD1"
5,3,1,0.656296453216127,-1,"Treg","CD4conv","CD274_PDCD1"
5,4,1,0.0228267366722754,-1,"Treg","Bcell","CD274_PDCD1"
5,5,1,0.5808013132085,-1,"Treg","Treg","CD274_PDCD1"
5,6,1,0.0112599487682563,-1,"Treg","Macrophage","CD274_PDCD1"
5,7,1,0.016197959608871,-1,"Treg","Endo","CD274_PDCD1"
5,9,1,0.0515222120519608,-1,"Treg","NK","CD274_PDCD1"
6,1,1,0.0199174956789214,-1,"Macrophage","Tumor","CD274_PDCD1"
6,2,1,1.48633921823627,-1,"Macrophage","CD8","CD274_PDCD1"
6,3,1,0.739771550496731,-1,"Macrophage","CD4conv","CD274_PDCD1"
6,4,1,0.0257300954440307,-1,"Macrophage","Bcell","CD274_PDCD1"
6,5,1,0.654674097196891,-1,"Macrophage","Treg","CD274_PDCD1"
6,6,1,0.0126921145436445,-1,"Macrophage","Macrophage","CD274_PDCD1"
6,7,1,0.0182581966366224,-1,"Macrophage","Endo","CD274_PDCD1"
6,9,1,0.0580753811908057,-1,"Macrophage","NK","CD274_PDCD1"
7,1,1,0.00886468512759643,-1,"Endo","Tumor","CD274_PDCD1"
7,2,1,0.661525393295626,-1,"Endo","CD8","CD274_PDCD1"
7,3,1,0.32925032178857,-1,"Endo","CD4conv","CD274_PDCD1"
7,4,1,0.0114517004592962,-1,"Endo","Bcell","CD274_PDCD1"
7,5,1,0.291375975494032,-1,"Endo","Treg","CD274_PDCD1"
7,6,1,0.00564888281370968,-1,"Endo","Macrophage","CD274_PDCD1"
7,7,1,0.00812618045915713,-1,"Endo","Endo","CD274_PDCD1"
7,9,1,0.0258476254354839,-1,"Endo","NK","CD274_PDCD1"
8,1,1,0.00865241249442124,-1,"CAF","Tumor","CD274_PDCD1"
8,2,1,0.645684589575484,-1,"CAF","CD8","CD274_PDCD1"
8,3,1,0.321366135066329,-1,"CAF","CD4conv","CD274_PDCD1"
8,4,1,0.0111774794829346,-1,"CAF","Bcell","CD274_PDCD1"
8,5,1,0.28439872309625,-1,"CAF","Treg","CD274_PDCD1"
8,6,1,0.00551361537757353,-1,"CAF","Macrophage","CD274_PDCD1"
8,7,1,0.00793159196572581,-1,"CAF","Endo","CD274_PDCD1"
8,9,1,0.0252286814534314,-1,"CAF","NK","CD274_PDCD1"
9,1,1,0.00209012762216763,-1,"NK","Tumor","CD274_PDCD1"
9,2,1,0.15597536487654,-1,"NK","CD8","CD274_PDCD1"
9,3,1,0.0776310926189051,-1,"NK","CD4conv","CD274_PDCD1"
9,4,1,0.00270009764658778,-1,"NK","Bcell","CD274_PDCD1"
9,5,1,0.0687010272841177,-1,"NK","Treg","CD274_PDCD1"
9,6,1,0.00133190134036085,-1,"NK","Macrophage","CD274_PDCD1"
9,7,1,0.00191600197817837,-1,"NK","Endo","CD274_PDCD1"
9,9,1,0.0060943885893887,-1,"NK","NK","CD274_PDCD1"
1,1,2,0.00144031471507254,-1,"Tumor","Tumor","PDCD1LG2_PDCD1"
1,2,2,0.107483203818677,-1,"Tumor","CD8","PDCD1LG2_PDCD1"
1,3,2,0.0534958745390911,-1,"Tumor","CD4conv","PDCD1LG2_PDCD1"
1,4,2,0.00186064732663545,-1,"Tumor","Bcell","PDCD1LG2_PDCD1"
1,5,2,0.0473421333168616,-1,"Tumor","Treg","PDCD1LG2_PDCD1"
1,6,2,0.000917818165360201,-1,"Tumor","Macrophage","PDCD1LG2_PDCD1"
1,7,2,0.00132032408643853,-1,"Tumor","Endo","PDCD1LG2_PDCD1"
1,9,2,0.00419966583455005,-1,"Tumor","NK","PDCD1LG2_PDCD1"
2,1,2,0.00236365276456691,-1,"CD8","Tumor","PDCD1LG2_PDCD1"
2,2,2,0.176387125113645,-1,"CD8","CD8","PDCD1LG2_PDCD1"
2,3,2,0.0877903075098967,-1,"CD8","CD4conv","PDCD1LG2_PDCD1"
2,4,2,0.0030534466887429,-1,"CD8","Bcell","PDCD1LG2_PDCD1"
2,5,2,0.077691606649495,-1,"CD8","Treg","PDCD1LG2_PDCD1"
2,6,2,0.00150620098595196,-1,"CD8","Macrophage","PDCD1LG2_PDCD1"
2,7,2,0.00216674011893125,-1,"CD8","Endo","PDCD1LG2_PDCD1"
2,9,2,0.00689193247573777,-1,"CD8","NK","PDCD1LG2_PDCD1"
3,1,2,0.00190901300094534,-1,"CD4conv","Tumor","PDCD1LG2_PDCD1"
3,2,2,0.142459721702404,-1,"CD4conv","CD8","PDCD1LG2_PDCD1"
3,3,2,0.0709041704034264,-1,"CD4conv","CD4conv","PDCD1LG2_PDCD1"
3,4,2,0.00246612764526424,-1,"CD4conv","Bcell","PDCD1LG2_PDCD1"
3,5,2,0.0627479168605347,-1,"CD4conv","Treg","PDCD1LG2_PDCD1"
3,6,2,0.00121648886305253,-1,"CD4conv","Macrophage","PDCD1LG2_PDCD1"
3,7,2,0.00174997576577941,-1,"CD4conv","Endo","PDCD1LG2_PDCD1"
3,9,2,0.0055662950561317,-1,"CD4conv","NK","PDCD1LG2_PDCD1"
4,1,2,0.000252292098164808,-1,"Bcell","Tumor","PDCD1LG2_PDCD1"
4,2,2,0.0188272484652939,-1,"Bcell","CD8","PDCD1LG2_PDCD1"
4,3,2,0.00937058150513232,-1,"Bcell","CD4conv","PDCD1LG2_PDCD1"
4,4,2,0.000325919476534653,-1,"Bcell","Bcell","PDCD1LG2_PDCD1"
4,5,2,0.00829266411091797,-1,"Bcell","Treg","PDCD1LG2_PDCD1"
4,6,2,0.000160769218178013,-1,"Bcell","Macrophage","PDCD1LG2_PDCD1"
4,7,2,0.000231273992092994,-1,"Bcell","Endo","PDCD1LG2_PDCD1"
4,9,2,0.000735632632161458,-1,"Bcell","NK","PDCD1LG2_PDCD1"
5,1,2,0.00444229605158115,-1,"Treg","Tumor","PDCD1LG2_PDCD1"
5,2,2,0.331505473726242,-1,"Treg","CD8","PDCD1LG2_PDCD1"
5,3,2,0.16499485130159,-1,"Treg","CD4conv","PDCD1LG2_PDCD1"
5,4,2,0.00573870848225098,-1,"Treg","Bcell","PDCD1LG2_PDCD1"
5,5,2,0.14601515190125,-1,"Treg","Treg","PDCD1LG2_PDCD1"
5,6,2,0.00283078411223739,-1,"Treg","Macrophage","PDCD1LG2_PDCD1"
5,7,2,0.00407221450604839,-1,"Treg","Endo","PDCD1LG2_PDCD1"
5,9,2,0.0129528350710784,-1,"Treg","NK","PDCD1LG2_PDCD1"
6,1,2,0.0260885074123523,-1,"Macrophage","Tumor","PDCD1LG2_PDCD1"
6,2,2,1.94684976150209,-1,"Macrophage","CD8","PDCD1LG2_PDCD1"
6,3,2,0.968974006054685,-1,"Macrophage","CD4conv","PDCD1LG2_PDCD1"
6,4,2,0.0337020173887884,-1,"Macrophage","Bcell","PDCD1LG2_PDCD1"
6,5,2,0.857510919682101,-1,"Macrophage","Treg","PDCD1LG2_PDCD1"
6,6,2,0.0166244958547031,-1,"Macrophage","Macrophage","PDCD1LG2_PDCD1"
6,7,2,0.0239151099098672,-1,"Macrophage","Endo","PDCD1LG2_PDCD1"
6,9,2,0.0760688008721371,-1,"Macrophage","NK","PDCD1LG2_PDCD1"
7,1,2,0.00346177841642929,-1,"Endo","Tumor","PDCD1LG2_PDCD1"
7,2,2,0.258334537038612,-1,"Endo","CD8","PDCD1LG2_PDCD1"
7,3,2,0.128576665856051,-1,"Endo","CD4conv","PDCD1LG2_PDCD1"
7,4,2,0.00447204259494708,-1,"Endo","Bcell","PDCD1LG2_PDCD1"
7,5,2,0.11378622573871,-1,"Endo","Treg","PDCD1LG2_PDCD1"
7,6,2,0.00220596448942803,-1,"Endo","Macrophage","PDCD1LG2_PDCD1"
7,7,2,0.00317338244016649,-1,"Endo","Endo","PDCD1LG2_PDCD1"
7,9,2,0.010093844345351,-1,"Endo","NK","PDCD1LG2_PDCD1"
8,1,2,0.025182093623897,-1,"CAF","Tumor","PDCD1LG2_PDCD1"
8,2,2,1.87920880987598,-1,"CAF","CD8","PDCD1LG2_PDCD1"
8,3,2,0.935308170525632,-1,"CAF","CD4conv","PDCD1LG2_PDCD1"
8,4,2,0.0325310813602483,-1,"CAF","Bcell","PDCD1LG2_PDCD1"
8,5,2,0.827717734925857,-1,"CAF","Treg","PDCD1LG2_PDCD1"
8,6,2,0.0160468977564046,-1,"CAF","Macrophage","PDCD1LG2_PDCD1"
8,7,2,0.0230842082016129,-1,"CAF","Endo","PDCD1LG2_PDCD1"
8,9,2,0.0734258819464986,-1,"CAF","NK","PDCD1LG2_PDCD1"
1,1,3,0.000745667433956795,-1,"Tumor","Tumor","CD80_CTLA4"
1,2,3,0.0207012533652433,-1,"Tumor","CD8","CD80_CTLA4"
1,3,3,0.0119157375030504,-1,"Tumor","CD4conv","CD80_CTLA4"
1,4,3,0.000308673767300306,-1,"Tumor","Bcell","CD80_CTLA4"
1,5,3,0.0327793801767989,-1,"Tumor","Treg","CD80_CTLA4"
1,6,3,0.000938342864667509,-1,"Tumor","Macrophage","CD80_CTLA4"
1,7,3,0.000427054239356378,-1,"Tumor","Endo","CD80_CTLA4"
2,1,3,0.0156086830471568,-1,"CD8","Tumor","CD80_CTLA4"
2,2,3,0.43332897179427,-1,"CD8","CD8","CD80_CTLA4"
2,3,3,0.249426167066604,-1,"CD8","CD4conv","CD80_CTLA4"
2,4,3,0.00646131342118056,-1,"CD8","Bcell","CD80_CTLA4"
2,5,3,0.686154352949192,-1,"CD8","Treg","CD80_CTLA4"
2,6,3,0.0196418613676575,-1,"CD8","Macrophage","CD80_CTLA4"
2,7,3,0.00893931257086999,-1,"CD8","Endo","CD80_CTLA4"
3,1,3,0.00550531694680196,-1,"CD4conv","Tumor","CD80_CTLA4"
3,2,3,0.152838860572149,-1,"CD4conv","CD8","CD80_CTLA4"
3,3,3,0.0879747574077214,-1,"CD4conv","CD4conv","CD80_CTLA4"
3,4,3,0.00227896089431477,-1,"CD4conv","Bcell","CD80_CTLA4"
3,5,3,0.24201255006592,-1,"CD4conv","Treg","CD80_CTLA4"
3,6,3,0.00692785367781537,-1,"CD4conv","Macrophage","CD80_CTLA4"
3,7,3,0.00315297253717602,-1,"CD4conv","Endo","CD80_CTLA4"
4,1,3,0.0138370015905709,-1,"Bcell","Tumor","CD80_CTLA4"
4,2,3,0.384143470262213,-1,"Bcell","CD8","CD80_CTLA4"
4,3,3,0.221114764135036,-1,"Bcell","CD4conv","CD80_CTLA4"
4,4,3,0.00572791463674049,-1,"Bcell","Bcell","CD80_CTLA4"
4,5,3,0.608271616795023,-1,"Bcell","Treg","CD80_CTLA4"
4,6,3,0.0174123893838409,-1,"Bcell","Macrophage","CD80_CTLA4"
4,7,3,0.0079246456531943,-1,"Bcell","Endo","CD80_CTLA4"
5,1,3,0.0161659798871122,-1,"Treg","Tumor","CD80_CTLA4"
5,2,3,0.448800672123662,-1,"Treg","CD8","CD80_CTLA4"
5,3,3,0.25833174957401,-1,"Treg","CD4conv","CD80_CTLA4"
5,4,3,0.00669200998543945,-1,"Treg","Bcell","CD80_CTLA4"
5,5,3,0.710653002288469,-1,"Treg","Treg","CD80_CTLA4"
5,6,3,0.0203431599485798,-1,"Treg","Macrophage","CD80_CTLA4"
5,7,3,0.00925848431854839,-1,"Treg","Endo","CD80_CTLA4"
6,1,3,0.0230758736393574,-1,"Macrophage","Tumor","CD80_CTLA4"
6,2,3,0.640633458132697,-1,"Macrophage","CD8","CD80_CTLA4"
6,3,3,0.368751591417999,-1,"Macrophage","CD4conv","CD80_CTLA4"
6,4,3,0.00955240436371127,-1,"Macrophage","Bcell","CD80_CTLA4"
6,5,3,1.01441044692331,-1,"Macrophage","Treg","CD80_CTLA4"
6,6,3,0.0290385235956472,-1,"Macrophage","Macrophage","CD80_CTLA4"
6,7,3,0.0132158777703985,-1,"Macrophage","Endo","CD80_CTLA4"
9,1,3,0.0049700689335018,-1,"NK","Tumor","CD80_CTLA4"
9,2,3,0.137979280775599,-1,"NK","CD8","CD80_CTLA4"
9,3,3,0.0794215143196192,-1,"NK","CD4conv","CD80_CTLA4"
9,4,3,0.00205739158180147,-1,"NK","Bcell","CD80_CTLA4"
9,5,3,0.218483162408824,-1,"NK","Treg","CD80_CTLA4"
9,6,3,0.00625430119149778,-1,"NK","Macrophage","CD80_CTLA4"
9,7,3,0.0028464284629981,-1,"NK","Endo","CD80_CTLA4"
1,1,4,0.00170563437422384,-1,"Tumor","Tumor","CD86_CTLA4"
1,2,4,0.0473518994143462,-1,"Tumor","CD8","CD86_CTLA4"
1,3,4,0.027255973043619,-1,"Tumor","CD4conv","CD86_CTLA4"
1,4,4,0.000706058175472199,-1,"Tumor","Bcell","CD86_CTLA4"
1,5,4,0.0749793206049269,-1,"Tumor","Treg","CD86_CTLA4"
1,6,4,0.00214635878127581,-1,"Tumor","Macrophage","CD86_CTLA4"
1,7,4,0.000976840823581492,-1,"Tumor","Endo","CD86_CTLA4"
2,1,4,0.00946118701053628,-1,"CD8","Tumor","CD86_CTLA4"
2,2,4,0.26266190599442,-1,"CD8","CD8","CD86_CTLA4"
2,3,4,0.151189411996438,-1,"CD8","CD4conv","CD86_CTLA4"
2,4,4,0.00391651841649848,-1,"CD8","Bcell","CD86_CTLA4"
2,5,4,0.415911748078474,-1,"CD8","Treg","CD86_CTLA4"
2,6,4,0.0119058938587575,-1,"CD8","Macrophage","CD86_CTLA4"
2,7,4,0.00541855502627077,-1,"CD8","Endo","CD86_CTLA4"
3,1,4,0.00129266494434381,-1,"CD4conv","Tumor","CD86_CTLA4"
3,2,4,0.0358870232366616,-1,"CD4conv","CD8","CD86_CTLA4"
3,3,4,0.0206567371119612,-1,"CD4conv","CD4conv","CD86_CTLA4"
3,4,4,0.000535106858710909,-1,"CD4conv","Bcell","CD86_CTLA4"
3,5,4,0.0568252732012454,-1,"CD4conv","Treg","CD86_CTLA4"
3,6,4,0.00162668083879485,-1,"CD4conv","Macrophage","CD86_CTLA4"
3,7,4,0.000740327415963547,-1,"CD4conv","Endo","CD86_CTLA4"
4,1,4,0.0345732587309893,-1,"Bcell","Tumor","CD86_CTLA4"
4,2,4,0.959824388272516,-1,"Bcell","CD8","CD86_CTLA4"
4,3,4,0.552479372040518,-1,"Bcell","CD4conv","CD86_CTLA4"
4,4,4,0.0143118199003458,-1,"Bcell","Bcell","CD86_CTLA4"
4,5,4,1.51983302513329,-1,"Bcell","Treg","CD86_CTLA4"
4,6,4,0.0435067553726735,-1,"Bcell","Macrophage","CD86_CTLA4"
4,7,4,0.0198005921099263,-1,"Bcell","Endo","CD86_CTLA4"
5,1,4,0.00721778941077963,-1,"Treg","Tumor","CD86_CTLA4"
5,2,4,0.20038059934662,-1,"Treg","CD8","CD86_CTLA4"
5,3,4,0.115340002867995,-1,"Treg","CD4conv","CD86_CTLA4"
5,4,4,0.00298784974044434,-1,"Treg","Bcell","CD86_CTLA4"
5,5,4,0.317292471627141,-1,"Treg","Treg","CD86_CTLA4"
5,6,4,0.00908281746507143,-1,"Treg","Macrophage","CD86_CTLA4"
5,7,4,0.00413372963104839,-1,"Treg","Endo","CD86_CTLA4"
6,1,4,0.187022653923387,-1,"Macrophage","Tumor","CD86_CTLA4"
6,2,4,5.19213146182882,-1,"Macrophage","CD8","CD86_CTLA4"
6,3,4,2.98861496397876,-1,"Macrophage","CD4conv","CD86_CTLA4"
6,4,4,0.0774192146902557,-1,"Macrophage","Bcell","CD86_CTLA4"
6,5,4,8.2214756813207,-1,"Macrophage","Treg","CD86_CTLA4"
6,6,4,0.235348045051354,-1,"Macrophage","Macrophage","CD86_CTLA4"
6,7,4,0.107110507414611,-1,"Macrophage","Endo","CD86_CTLA4"
7,1,4,0.000173125787769138,-1,"Endo","Tumor","CD86_CTLA4"
7,2,4,0.00480632602881503,-1,"Endo","CD8","CD86_CTLA4"
7,3,4,0.00276654356637143,-1,"Endo","CD4conv","CD86_CTLA4"
7,4,4,7.16665187373992e-05,-1,"Endo","Bcell","CD86_CTLA4"
7,5,4,0.00761057243116935,-1,"Endo","Treg","CD86_CTLA4"
7,6,4,0.000217860322504744,-1,"Endo","Macrophage","CD86_CTLA4"
7,7,4,9.91515764828304e-05,-1,"Endo","Endo","CD86_CTLA4"
9,1,4,0.00389506204158672,-1,"NK","Tumor","CD86_CTLA4"
9,2,4,0.108134890333564,-1,"NK","CD8","CD86_CTLA4"
9,3,4,0.0622429446856228,-1,"NK","CD4conv","CD86_CTLA4"
9,4,4,0.00161238565544577,-1,"NK","Bcell","CD86_CTLA4"
9,5,4,0.171226090424632,-1,"NK","Treg","CD86_CTLA4"
9,6,4,0.00490151977640468,-1,"NK","Macrophage","CD86_CTLA4"
9,7,4,0.00223075687855787,-1,"NK","Endo","CD86_CTLA4"
1,1,5,0.0270919130701918,-1,"Tumor","Tumor","PVR_TIGIT"
1,2,5,2.56983809892825,-1,"Tumor","CD8","PVR_TIGIT"
1,3,5,1.17998116277583,-1,"Tumor","CD4conv","PVR_TIGIT"
1,4,5,0.0414344947004015,-1,"Tumor","Bcell","PVR_TIGIT"
1,5,5,2.81106885500762,-1,"Tumor","Treg","PVR_TIGIT"
1,6,5,0.0397981296084244,-1,"Tumor","Macrophage","PVR_TIGIT"
1,8,5,0.0179954768418411,-1,"Tumor","CAF","PVR_TIGIT"
1,9,5,1.20005862091127,-1,"Tumor","NK","PVR_TIGIT"
2,1,5,0.00922819676981148,-1,"CD8","Tumor","PVR_TIGIT"
2,2,5,0.875352419078918,-1,"CD8","CD8","PVR_TIGIT"
2,3,5,0.401931688122356,-1,"CD8","CD4conv","PVR_TIGIT"
2,4,5,0.0141136459858835,-1,"CD8","Bcell","PVR_TIGIT"
2,5,5,0.95752176896068,-1,"CD8","Treg","PVR_TIGIT"
2,6,5,0.0135562582880531,-1,"CD8","Macrophage","PVR_TIGIT"
2,8,5,0.00612971851905916,-1,"CD8","CAF","PVR_TIGIT"
2,9,5,0.408770582586229,-1,"CD8","NK","PVR_TIGIT"
3,1,5,0.00812049182204071,-1,"CD4conv","Tumor","PVR_TIGIT"
3,2,5,0.770279648109315,-1,"CD4conv","CD8","PVR_TIGIT"
3,3,5,0.353685889868957,-1,"CD4conv","CD4conv","PVR_TIGIT"
3,4,5,0.0124195170157697,-1,"CD4conv","Bcell","PVR_TIGIT"
3,5,5,0.842585814783184,-1,"CD4conv","Treg","PVR_TIGIT"
3,6,5,0.0119290352504973,-1,"CD4conv","Macrophage","PVR_TIGIT"
3,8,5,0.00539393885360859,-1,"CD4conv","CAF","PVR_TIGIT"
3,9,5,0.359703878859759,-1,"CD4conv","NK","PVR_TIGIT"
4,1,5,0.00826162767622613,-1,"Bcell","Tumor","PVR_TIGIT"
4,2,5,0.783667270248467,-1,"Bcell","CD8","PVR_TIGIT"
4,3,5,0.359833024953128,-1,"Bcell","CD4conv","PVR_TIGIT"
4,4,5,0.0126353708311548,-1,"Bcell","Bcell","PVR_TIGIT"
4,5,5,0.857230133292461,-1,"Bcell","Treg","PVR_TIGIT"
4,6,5,0.0121363643897395,-1,"Bcell","Macrophage","PVR_TIGIT"
4,8,5,0.00548768664428571,-1,"Bcell","CAF","PVR_TIGIT"
4,9,5,0.36595560785712,-1,"Bcell","NK","PVR_TIGIT"
5,1,5,0.00644813217272106,-1,"Treg","Tumor","PVR_TIGIT"
5,2,5,0.611645832520245,-1,"Treg","CD8","PVR_TIGIT"
5,3,5,0.280846704298309,-1,"Treg","CD4conv","PVR_TIGIT"
5,4,5,0.00986180258462671,-1,"Treg","Bcell","PVR_TIGIT"
5,5,5,0.669061039607879,-1,"Treg","Treg","PVR_TIGIT"
5,6,5,0.00947233217814202,-1,"Treg","Macrophage","PVR_TIGIT"
5,8,5,0.00428309410585714,-1,"Treg","CAF","PVR_TIGIT"
5,9,5,0.285625329691582,-1,"Treg","NK","PVR_TIGIT"
6,1,5,0.0126113266496857,-1,"Macrophage","Tumor","PVR_TIGIT"
6,2,5,1.19626353511558,-1,"Macrophage","CD8","PVR_TIGIT"
6,3,5,0.549283022047458,-1,"Macrophage","CD4conv","PVR_TIGIT"
6,4,5,0.0192878201652866,-1,"Macrophage","Bcell","PVR_TIGIT"
6,5,5,1.30855681816966,-1,"Macrophage","Treg","PVR_TIGIT"
6,6,5,0.0185260897315738,-1,"Macrophage","Macrophage","PVR_TIGIT"
6,8,5,0.00837692178036014,-1,"Macrophage","CAF","PVR_TIGIT"
6,9,5,0.558629109279665,-1,"Macrophage","NK","PVR_TIGIT"
7,1,5,0.0626638131651944,-1,"Endo","Tumor","PVR_TIGIT"
7,2,5,5.9440562236714,-1,"Endo","CD8","PVR_TIGIT"
7,3,5,2.72930593461815,-1,"Endo","CD4conv","PVR_TIGIT"
7,4,5,0.0958383200098545,-1,"Endo","Bcell","PVR_TIGIT"
7,5,5,6.50202490567225,-1,"Endo","Treg","PVR_TIGIT"
7,6,5,0.0920533943706782,-1,"Endo","Macrophage","PVR_TIGIT"
7,8,5,0.0416236828943779,-1,"Endo","CAF","PVR_TIGIT"
7,9,5,2.77574525701563,-1,"Endo","NK","PVR_TIGIT"
8,1,5,0.050374495060924,-1,"CAF","Tumor","PVR_TIGIT"
8,2,5,4.77833722138541,-1,"CAF","CD8","PVR_TIGIT"
8,3,5,2.19404791024651,-1,"CAF","CD4conv","PVR_TIGIT"
8,4,5,0.0770429811741043,-1,"CAF","Bcell","PVR_TIGIT"
8,5,5,5.22687983626754,-1,"CAF","Treg","PVR_TIGIT"
8,6,5,0.0740003364915342,-1,"CAF","Macrophage","PVR_TIGIT"
8,8,5,0.0334606514106122,-1,"CAF","CAF","PVR_TIGIT"
8,9,5,2.23137978168206,-1,"CAF","NK","PVR_TIGIT"
9,1,5,0.0164247635985774,-1,"NK","Tumor","PVR_TIGIT"
9,2,5,1.55799197908821,-1,"NK","CD8","PVR_TIGIT"
9,3,5,0.715376267418027,-1,"NK","CD4conv","PVR_TIGIT"
9,4,5,0.0251201079273131,-1,"NK","Bcell","PVR_TIGIT"
9,5,5,1.70424071874142,-1,"NK","Treg","PVR_TIGIT"
9,6,5,0.02412804399565,-1,"NK","Macrophage","PVR_TIGIT"
9,8,5,0.0109099513277311,-1,"NK","CAF","PVR_TIGIT"
9,9,5,0.727548442291042,-1,"NK","NK","PVR_TIGIT"
1,1,6,0.210910694078452,-1,"Tumor","Tumor","PVR_CD96"
1,2,6,2.39083045326207,-1,"Tumor","CD8","PVR_CD96"
1,3,6,1.88891225968031,-1,"Tumor","CD4conv","PVR_CD96"
1,4,6,0.450950145827364,-1,"Tumor","Bcell","PVR_CD96"
1,5,6,1.89853753967116,-1,"Tumor","Treg","PVR_CD96"
1,6,6,0.120829734438324,-1,"Tumor","Macrophage","PVR_CD96"
1,7,6,0.148231160727302,-1,"Tumor","Endo","PVR_CD96"
1,8,6,0.200650185034826,-1,"Tumor","CAF","PVR_CD96"
1,9,6,2.27774618770928,-1,"Tumor","NK","PVR_CD96"
2,1,6,0.0718415632285095,-1,"CD8","Tumor","PVR_CD96"
2,2,6,0.814377848061055,-1,"CD8","CD8","PVR_CD96"
2,3,6,0.643411706219377,-1,"CD8","CD4conv","PVR_CD96"
2,4,6,0.153605124462354,-1,"CD8","Bcell","PVR_CD96"
2,5,6,0.646690322147681,-1,"CD8","Treg","PVR_CD96"
2,6,6,0.04115769019899,-1,"CD8","Macrophage","PVR_CD96"
2,7,6,0.0504913150675268,-1,"CD8","Endo","PVR_CD96"
2,8,6,0.0683465720786527,-1,"CD8","CAF","PVR_CD96"
2,9,6,0.775858462169515,-1,"CD8","NK","PVR_CD96"
3,1,6,0.0632180740432618,-1,"CD4conv","Tumor","PVR_CD96"
3,2,6,0.71662414881147,-1,"CD4conv","CD8","PVR_CD96"
3,3,6,0.566179897209371,-1,"CD4conv","CD4conv","PVR_CD96"
3,4,6,0.135167160836946,-1,"CD4conv","Bcell","PVR_CD96"
3,5,6,0.569064965061467,-1,"CD4conv","Treg","PVR_CD96"
3,6,6,0.0362173342216034,-1,"CD4conv","Macrophage","PVR_CD96"
3,7,6,0.0444305990994065,-1,"CD4conv","Endo","PVR_CD96"
3,8,6,0.0601426035306086,-1,"CD4conv","CAF","PVR_CD96"
3,9,6,0.682728430511927,-1,"CD4conv","NK","PVR_CD96"
4,1,6,0.0643168174538316,-1,"Bcell","Tumor","PVR_CD96"
4,2,6,0.729079227098464,-1,"Bcell","CD8","PVR_CD96"
4,3,6,0.576020222791421,-1,"Bcell","CD4conv","PVR_CD96"
4,4,6,0.137516394494292,-1,"Bcell","Bcell","PVR_CD96"
4,5,6,0.578955433729012,-1,"Bcell","Treg","PVR_CD96"
4,6,6,0.0368467991005423,-1,"Bcell","Macrophage","PVR_CD96"
4,7,6,0.0452028122477339,-1,"Bcell","Endo","PVR_CD96"
4,8,6,0.0611878946174353,-1,"Bcell","CAF","PVR_CD96"
4,9,6,0.694594394092537,-1,"Bcell","NK","PVR_CD96"
5,1,6,0.0501987448628915,-1,"Treg","Tumor","PVR_CD96"
5,2,6,0.569040315656502,-1,"Treg","CD8","PVR_CD96"
5,3,6,0.449579026831184,-1,"Treg","CD4conv","PVR_CD96"
